leaf,genotype,scale_factor,txt_path,pca_obj_path,in_benchmark,storage_folder,pca_area_cm2
0577,01,12.1,data/raw/0014/0577.txt,data/raw/0014/0577_pca_mesh.obj,False,0014,76.62315522586496
0578,01,12.1,data/raw/0034/0578.txt,data/raw/0034/0578_pca_mesh.obj,False,0034,91.45595562546164
0579,01,12.1,data/raw/0020/0579.txt,data/raw/0020/0579_pca_mesh.obj,False,0020,79.86074847042455
0580,01,12.1,data/raw/0001/0580.txt,data/raw/0001/0580_pca_mesh.obj,False,0001,36.28444537164171
0581,01,12.1,data/raw/0017/0581.txt,data/raw/0017/0581_pca_mesh.obj,False,0017,77.52533175943157
0582,01,12.1,data/raw/0007/0582.txt,data/raw/0007/0582_pca_mesh.obj,False,0007,72.04525550298509
0583,01,12.1,data/raw/0026/0583.txt,data/raw/0026/0583_pca_mesh.obj,False,0026,57.52139629551512
0584,01,12.1,data/raw/0004/0584.txt,data/raw/0004/0584_pca_mesh.obj,False,0004,3.592100923002096
0585,01,12.1,data/raw/0037/0585.txt,data/raw/0037/0585_pca_mesh.obj,False,0037,26.331309546377394
0586,01,12.1,data/raw/0027/0586.txt,data/raw/0027/0586_pca_mesh.obj,False,0027,58.15522373400556
0587,01,12.1,data/raw/0011/0587.txt,data/raw/0011/0587_pca_mesh.obj,False,0011,42.64056186699009
0588,01,12.1,data/raw/0022/0588.txt,data/raw/0022/0588_pca_mesh.obj,False,0022,9.926449314890881
0589,01,12.1,data/raw/0025/0589.txt,data/raw/0025/0589_pca_mesh.obj,False,0025,0.4538532152379405
0590,01,12.16,data/raw/0007/0590.txt,data/raw/0007/0590_pca_mesh.obj,False,0007,105.31906545618207
0591,01,12.16,data/raw/0031/0591.txt,data/raw/0031/0591_pca_mesh.obj,False,0031,18.71714474752486
0592,01,12.16,data/raw/0012/0592.txt,data/raw/0012/0592_pca_mesh.obj,False,0012,75.10449396721185
0593,01,12.16,data/raw/0005/0593.txt,data/raw/0005/0593_pca_mesh.obj,False,0005,102.42602298815738
0594,01,12.16,data/raw/0038/0594.txt,data/raw/0038/0594_pca_mesh.obj,False,0038,96.13543537082776
0595,01,12.16,data/raw/0021/0595.txt,data/raw/0021/0595_pca_mesh.obj,False,0021,80.45939678666946
0596,01,12.16,data/raw/0006/0596.txt,data/raw/0006/0596_pca_mesh.obj,False,0006,105.065336865137
0597,01,12.16,data/raw/0008/0597.txt,data/raw/0008/0597_pca_mesh.obj,False,0008,41.20590340938919
0598,01,12.16,data/raw/0030/0598.txt,data/raw/0030/0598_pca_mesh.obj,False,0030,88.23672630340032
0599,01,12.16,data/raw/0010/0599.txt,data/raw/0010/0599_pca_mesh.obj,False,0010,42.380608593044606
0600,01,12.16,data/raw/0004/0600.txt,data/raw/0004/0600_pca_mesh.obj,False,0004,69.74993457908579
0601,01,12.16,data/raw/0003/0601.txt,data/raw/0003/0601_pca_mesh.obj,False,0003,69.20811261569784
0602,01,12.16,data/raw/0028/0602.txt,data/raw/0028/0602_pca_mesh.obj,False,0028,86.57634754259082
0603,01,12.16,data/raw/0026/0603.txt,data/raw/0026/0603_pca_mesh.obj,False,0026,85.19307201021462
0604,01,12.16,data/raw/0039/0604.txt,data/raw/0039/0604_pca_mesh.obj,False,0039,66.75126957246069
0605,01,12.16,data/raw/0009/0605.txt,data/raw/0009/0605_pca_mesh.obj,False,0009,5.48969757784145
0606,01,12.16,data/raw/0034/0606.txt,data/raw/0034/0606_pca_mesh.obj,False,0034,1.9572897092348347
0607,04,12.55,data/raw/0034/0607.txt,data/raw/0034/0607_pca_mesh.obj,False,0034,88.56015748272885
0608,04,12.55,data/raw/0020/0608.txt,data/raw/0020/0608_pca_mesh.obj,False,0020,73.61920978886589
0609,04,12.55,data/raw/0028/0609.txt,data/raw/0028/0609_pca_mesh.obj,False,0028,81.49130442362613
0610,04,12.55,data/raw/0039/0610.txt,data/raw/0039/0610_pca_mesh.obj,False,0039,102.3020442451219
0611,04,12.55,data/raw/0030/0611.txt,data/raw/0030/0611_pca_mesh.obj,False,0030,31.79050584988797
0612,04,12.55,data/raw/0032/0612.txt,data/raw/0032/0612_pca_mesh.obj,False,0032,84.47551018864955
0613,04,12.55,data/raw/0023/0613.txt,data/raw/0023/0613_pca_mesh.obj,False,0023,76.02512555876677
0614,04,12.55,data/raw/0034/0614.txt,data/raw/0034/0614_pca_mesh.obj,False,0034,33.2932761380574
0615,04,12.55,data/raw/0020/0615.txt,data/raw/0020/0615_pca_mesh.obj,False,0020,56.98327432531423
0616,04,12.55,data/raw/0031/0616.txt,data/raw/0031/0616_pca_mesh.obj,False,0031,7.4156227575408415
0617,04,12.55,data/raw/0029/0617.txt,data/raw/0029/0617_pca_mesh.obj,False,0029,81.74588590567532
0618,04,12.55,data/raw/0016/0618.txt,data/raw/0016/0618_pca_mesh.obj,False,0016,22.7816252139948
0619,04,12.55,data/raw/0015/0619.txt,data/raw/0015/0619_pca_mesh.obj,False,0015,22.3543149530294
0620,04,12.55,data/raw/0024/0620.txt,data/raw/0024/0620_pca_mesh.obj,False,0024,1.6313663822905353
0621,04,12.55,data/raw/0006/0621.txt,data/raw/0006/0621_pca_mesh.obj,False,0006,16.249684037553838
0622,04,12.55,data/raw/0036/0622.txt,data/raw/0036/0622_pca_mesh.obj,False,0036,10.27270409894316
0623,04,13.75,data/raw/0036/0623.txt,data/raw/0036/0623_pca_mesh.obj,False,0036,92.86632454564734
0624,04,13.75,data/raw/0017/0624.txt,data/raw/0017/0624_pca_mesh.obj,False,0017,71.46548007527177
0625,04,13.75,data/raw/0027/0625.txt,data/raw/0027/0625_pca_mesh.obj,False,0027,4.288774143498465
0626,04,13.75,data/raw/0035/0626.txt,data/raw/0035/0626_pca_mesh.obj,False,0035,92.33862195894487
0627,04,13.75,data/raw/0038/0627.txt,data/raw/0038/0627_pca_mesh.obj,False,0038,98.61662302661966
0628,04,13.75,data/raw/0001/0628.txt,data/raw/0001/0628_pca_mesh.obj,False,0001,39.95597208904154
0629,04,13.75,data/raw/0033/0629.txt,data/raw/0033/0629_pca_mesh.obj,False,0033,86.41543133523614
0630,04,13.75,data/raw/0035/0630.txt,data/raw/0035/0630_pca_mesh.obj,False,0035,10.148968316592473
0631,04,13.75,data/raw/0009/0631.txt,data/raw/0009/0631_pca_mesh.obj,False,0009,68.64483380082633
0632,04,13.75,data/raw/0004/0632.txt,data/raw/0004/0632_pca_mesh.obj,False,0004,14.566436059018042
0633,04,13.75,data/raw/0007/0633.txt,data/raw/0007/0633_pca_mesh.obj,False,0007,17.09931533403207
0634,04,13.75,data/raw/0016/0634.txt,data/raw/0016/0634_pca_mesh.obj,False,0016,70.52546429436084
0635,04,13.75,data/raw/0039/0635.txt,data/raw/0039/0635_pca_mesh.obj,False,0039,11.003512648432835
0636,04,13.75,data/raw/0014/0636.txt,data/raw/0014/0636_pca_mesh.obj,False,0014,22.177994961609933
0637,04,13.75,data/raw/0011/0637.txt,data/raw/0011/0637_pca_mesh.obj,False,0011,51.766295268374684
0638,04,13.75,data/raw/0028/0638.txt,data/raw/0028/0638_pca_mesh.obj,False,0028,28.43437174671314
0639,04,13.75,data/raw/0019/0639.txt,data/raw/0019/0639_pca_mesh.obj,False,0019,1.175688564704756
0640,04,13.13,data/raw/0017/0640.txt,data/raw/0017/0640_pca_mesh.obj,False,0017,24.088340219114926
0641,04,13.13,data/raw/0018/0641.txt,data/raw/0018/0641_pca_mesh.obj,False,0018,56.31365100513579
0642,04,13.13,data/raw/0009/0642.txt,data/raw/0009/0642_pca_mesh.obj,False,0009,49.03307536794059
0643,04,13.13,data/raw/0040/0643.txt,data/raw/0040/0643_pca_mesh.obj,False,0040,12.116530002320903
0644,04,13.13,data/raw/0015/0644.txt,data/raw/0015/0644_pca_mesh.obj,False,0015,55.458628553018066
0645,04,13.13,data/raw/0025/0645.txt,data/raw/0025/0645_pca_mesh.obj,False,0025,26.37017351407419
0646,04,13.13,data/raw/0036/0646.txt,data/raw/0036/0646_pca_mesh.obj,False,0036,35.971935450412786
0647,04,13.13,data/raw/0038/0647.txt,data/raw/0038/0647_pca_mesh.obj,False,0038,10.64363477873446
0648,04,13.13,data/raw/0011/0648.txt,data/raw/0011/0648_pca_mesh.obj,False,0011,19.217168943350575
0649,04,13.13,data/raw/0025/0649.txt,data/raw/0025/0649_pca_mesh.obj,False,0025,58.15426836649567
0650,04,13.13,data/raw/0032/0650.txt,data/raw/0032/0650_pca_mesh.obj,False,0032,7.431997779139756
0651,04,13.13,data/raw/0020/0651.txt,data/raw/0020/0651_pca_mesh.obj,False,0020,1.2863495999587646
0652,04,13.3,data/raw/0008/0652.txt,data/raw/0008/0652_pca_mesh.obj,False,0008,46.59937322362578
0653,04,13.3,data/raw/0018/0653.txt,data/raw/0018/0653_pca_mesh.obj,False,0018,71.4974073469834
0654,04,13.3,data/raw/0015/0654.txt,data/raw/0015/0654_pca_mesh.obj,False,0015,70.48027180625542
0655,04,13.3,data/raw/0012/0655.txt,data/raw/0012/0655_pca_mesh.obj,False,0012,20.778351305689377
0656,04,13.3,data/raw/0033/0656.txt,data/raw/0033/0656_pca_mesh.obj,False,0033,62.87560150076977
0657,04,13.3,data/raw/0027/0657.txt,data/raw/0027/0657_pca_mesh.obj,False,0027,59.83895188370838
0658,04,13.3,data/raw/0003/0658.txt,data/raw/0003/0658_pca_mesh.obj,False,0003,41.10405073094997
0659,04,13.3,data/raw/0037/0659.txt,data/raw/0037/0659_pca_mesh.obj,False,0037,10.462435099492753
0660,04,13.3,data/raw/0026/0660.txt,data/raw/0026/0660_pca_mesh.obj,False,0026,59.68792225538137
0661,04,13.3,data/raw/0017/0661.txt,data/raw/0017/0661_pca_mesh.obj,False,0017,56.20739039365178
0662,04,13.3,data/raw/0039/0662.txt,data/raw/0039/0662_pca_mesh.obj,False,0039,39.10815771637106
0663,04,13.3,data/raw/0005/0663.txt,data/raw/0005/0663_pca_mesh.obj,False,0005,44.24116892799137
0664,04,13.3,data/raw/0022/0664.txt,data/raw/0022/0664_pca_mesh.obj,False,0022,57.329468203203405
0665,04,13.3,data/raw/0006/0665.txt,data/raw/0006/0665_pca_mesh.obj,False,0006,45.76620396273602
0666,04,13.3,data/raw/0022/0666.txt,data/raw/0022/0666_pca_mesh.obj,False,0022,25.524427333949227
0667,04,13.3,data/raw/0024/0667.txt,data/raw/0024/0667_pca_mesh.obj,False,0024,25.884645139399307
0668,04,13.3,data/raw/0031/0668.txt,data/raw/0031/0668_pca_mesh.obj,False,0031,61.184344297260516
0669,04,13.3,data/raw/0029/0669.txt,data/raw/0029/0669_pca_mesh.obj,False,0029,28.89952070451096
0670,04,13.3,data/raw/0028/0670.txt,data/raw/0028/0670_pca_mesh.obj,False,0028,5.368562887190134
0671,04,13.3,data/raw/0018/0671.txt,data/raw/0018/0671_pca_mesh.obj,False,0018,1.1093614216805496
0672,04,13.3,data/raw/0017/0672.txt,data/raw/0017/0672_pca_mesh.obj,False,0017,1.1024291414166376
0673,04,13.3,data/raw/0015/0673.txt,data/raw/0015/0673_pca_mesh.obj,False,0015,0.21954380936829773
0674,04,13.08,data/raw/0014/0674.txt,data/raw/0014/0674_pca_mesh.obj,False,0014,70.18319046076955
0675,04,13.08,data/raw/0037/0675.txt,data/raw/0037/0675_pca_mesh.obj,False,0037,94.8660232313443
0676,04,13.08,data/raw/0025/0676.txt,data/raw/0025/0676_pca_mesh.obj,False,0025,77.22039189951556
0677,04,13.08,data/raw/0021/0677.txt,data/raw/0021/0677_pca_mesh.obj,False,0021,57.202850288097
0678,04,13.08,data/raw/0040/0678.txt,data/raw/0040/0678_pca_mesh.obj,False,0040,65.18366672367443
0679,04,13.08,data/raw/0007/0679.txt,data/raw/0007/0679_pca_mesh.obj,False,0007,46.132955684558326
0680,04,13.08,data/raw/0026/0680.txt,data/raw/0026/0680_pca_mesh.obj,False,0026,79.26298797397604
0681,04,13.08,data/raw/0028/0681.txt,data/raw/0028/0681_pca_mesh.obj,False,0028,60.04916660083233
0682,04,13.08,data/raw/0026/0682.txt,data/raw/0026/0682_pca_mesh.obj,False,0026,26.412426681788208
0683,04,13.08,data/raw/0005/0683.txt,data/raw/0005/0683_pca_mesh.obj,False,0005,67.27826220451311
0684,04,13.08,data/raw/0036/0684.txt,data/raw/0036/0684_pca_mesh.obj,False,0036,64.31643597551717
0685,04,13.08,data/raw/0006/0685.txt,data/raw/0006/0685_pca_mesh.obj,False,0006,67.52722391258683
0686,04,13.08,data/raw/0013/0686.txt,data/raw/0013/0686_pca_mesh.obj,False,0013,22.147734454728287
0687,04,13.08,data/raw/0030/0687.txt,data/raw/0030/0687_pca_mesh.obj,False,0030,82.11846574820801
0688,04,13.08,data/raw/0013/0688.txt,data/raw/0013/0688_pca_mesh.obj,False,0013,70.0713688825706
0689,04,13.08,data/raw/0027/0689.txt,data/raw/0027/0689_pca_mesh.obj,False,0027,28.250762460599997
0690,04,13.08,data/raw/0005/0690.txt,data/raw/0005/0690_pca_mesh.obj,False,0005,16.21072222542932
0691,04,13.08,data/raw/0002/0691.txt,data/raw/0002/0691_pca_mesh.obj,False,0002,12.642394487149483
0692,04,13.08,data/raw/0026/0692.txt,data/raw/0026/0692_pca_mesh.obj,False,0026,3.791594226699404
0693,04,13.08,data/raw/0023/0693.txt,data/raw/0023/0693_pca_mesh.obj,False,0023,1.5971941826889016
0694,04,13.08,data/raw/0021/0694.txt,data/raw/0021/0694_pca_mesh.obj,False,0021,1.4424527597373278
0695,04,13.15,data/raw/0024/0695.txt,data/raw/0024/0695_pca_mesh.obj,False,0024,57.500440472561436
0696,04,13.15,data/raw/0001/0696.txt,data/raw/0001/0696_pca_mesh.obj,False,0001,65.53938572488346
0697,04,13.15,data/raw/0012/0697.txt,data/raw/0012/0697_pca_mesh.obj,False,0012,69.34013383473447
0698,04,13.15,data/raw/0012/0698.txt,data/raw/0012/0698_pca_mesh.obj,False,0012,53.64375528509112
0699,04,13.15,data/raw/0019/0699.txt,data/raw/0019/0699_pca_mesh.obj,False,0019,56.68605734540889
0700,04,13.15,data/raw/0021/0700.txt,data/raw/0021/0700_pca_mesh.obj,False,0021,73.64480809143879
0701,04,13.15,data/raw/0002/0701.txt,data/raw/0002/0701_pca_mesh.obj,False,0002,65.62262559610187
0702,04,13.15,data/raw/0030/0702.txt,data/raw/0030/0702_pca_mesh.obj,False,0030,60.47806014337583
0703,04,13.15,data/raw/0038/0703.txt,data/raw/0038/0703_pca_mesh.obj,False,0038,36.439496184518035
0704,04,13.15,data/raw/0002/0704.txt,data/raw/0002/0704_pca_mesh.obj,False,0002,40.652928524079506
0705,04,13.15,data/raw/0029/0705.txt,data/raw/0029/0705_pca_mesh.obj,False,0029,60.20924307636717
0706,04,13.15,data/raw/0032/0706.txt,data/raw/0032/0706_pca_mesh.obj,False,0032,61.643761214517504
0707,04,13.15,data/raw/0018/0707.txt,data/raw/0018/0707_pca_mesh.obj,False,0018,24.091647531517125
0708,04,13.15,data/raw/0023/0708.txt,data/raw/0023/0708_pca_mesh.obj,False,0023,25.572524613594627
0709,04,13.15,data/raw/0003/0709.txt,data/raw/0003/0709_pca_mesh.obj,False,0003,14.094579927638096
0710,04,13.15,data/raw/0010/0710.txt,data/raw/0010/0710_pca_mesh.obj,False,0010,18.889414689823642
0711,04,13.15,data/raw/0034/0711.txt,data/raw/0034/0711_pca_mesh.obj,False,0034,9.63309113290216
0712,04,13.15,data/raw/0030/0712.txt,data/raw/0030/0712_pca_mesh.obj,False,0030,7.00755776007935
0713,04,13.15,data/raw/0025/0713.txt,data/raw/0025/0713_pca_mesh.obj,False,0025,1.854962238411824
0714,04,13.15,data/raw/0016/0714.txt,data/raw/0016/0714_pca_mesh.obj,False,0016,0.6253523075483659
0715,04,11.4,data/raw/0008/0715.txt,data/raw/0008/0715_pca_mesh.obj,False,0008,17.184121080631655
0716,04,11.4,data/raw/0033/0716.txt,data/raw/0033/0716_pca_mesh.obj,False,0033,8.579444097954797
0717,04,11.4,data/raw/0022/0717.txt,data/raw/0022/0717_pca_mesh.obj,False,0022,1.5712575980783006
0718,04,11.4,data/raw/0013/0718.txt,data/raw/0013/0718_pca_mesh.obj,False,0013,54.62270284421977
0719,04,11.4,data/raw/0008/0719.txt,data/raw/0008/0719_pca_mesh.obj,False,0008,67.82486870760867
0720,04,11.4,data/raw/0035/0720.txt,data/raw/0035/0720_pca_mesh.obj,False,0035,64.16437352438403
0721,04,11.4,data/raw/0037/0721.txt,data/raw/0037/0721_pca_mesh.obj,False,0037,64.5454330584068
0722,04,11.4,data/raw/0031/0722.txt,data/raw/0031/0722_pca_mesh.obj,False,0031,32.70655297618949
0723,04,11.4,data/raw/0035/0723.txt,data/raw/0035/0723_pca_mesh.obj,False,0035,35.4111709784751
0724,04,11.4,data/raw/0032/0724.txt,data/raw/0032/0724_pca_mesh.obj,False,0032,32.72746149097951
0725,04,11.4,data/raw/0040/0725.txt,data/raw/0040/0725_pca_mesh.obj,False,0040,39.84122919929907
0726,04,11.4,data/raw/0033/0726.txt,data/raw/0033/0726_pca_mesh.obj,False,0033,32.73454710150129
0727,04,11.4,data/raw/0004/0727.txt,data/raw/0004/0727_pca_mesh.obj,False,0004,42.607587595011594
0728,04,11.4,data/raw/0037/0728.txt,data/raw/0037/0728_pca_mesh.obj,False,0037,36.06125392514868
0729,04,11.4,data/raw/0010/0729.txt,data/raw/0010/0729_pca_mesh.obj,False,0010,50.9734607414066
0730,04,11.4,data/raw/0019/0730.txt,data/raw/0019/0730_pca_mesh.obj,False,0019,24.445463035608245
0731,04,11.4,data/raw/0020/0731.txt,data/raw/0020/0731_pca_mesh.obj,False,0020,24.589243390711243
0732,04,11.4,data/raw/0001/0732.txt,data/raw/0001/0732_pca_mesh.obj,False,0001,12.263309061728577
0733,04,12.4,data/raw/0021/0733.txt,data/raw/0021/0733_pca_mesh.obj,False,0021,25.19203015059391
0734,04,12.4,data/raw/0009/0734.txt,data/raw/0009/0734_pca_mesh.obj,False,0009,18.464322784768452
0735,04,12.4,data/raw/0029/0735.txt,data/raw/0029/0735_pca_mesh.obj,False,0029,6.805757722645139
0736,04,12.4,data/raw/0023/0736.txt,data/raw/0023/0736_pca_mesh.obj,False,0023,57.48302950892959
0737,04,12.4,data/raw/0039/0737.txt,data/raw/0039/0737_pca_mesh.obj,False,0039,64.78118155112496
0738,04,12.4,data/raw/0016/0738.txt,data/raw/0016/0738_pca_mesh.obj,False,0016,55.92468032860698
0739,04,12.4,data/raw/0027/0739.txt,data/raw/0027/0739_pca_mesh.obj,False,0027,80.00544526510788
0740,04,12.4,data/raw/0019/0740.txt,data/raw/0019/0740_pca_mesh.obj,False,0019,72.01660757628453
0741,04,12.4,data/raw/0038/0741.txt,data/raw/0038/0741_pca_mesh.obj,False,0038,64.65153265713815
0742,04,12.4,data/raw/0034/0742.txt,data/raw/0034/0742_pca_mesh.obj,False,0034,64.09057848892367
0743,04,12.4,data/raw/0007/0743.txt,data/raw/0007/0743_pca_mesh.obj,False,0007,67.55133241326759
0744,04,12.4,data/raw/0014/0744.txt,data/raw/0014/0744_pca_mesh.obj,False,0014,54.66947774237362
0745,04,12.4,data/raw/0022/0745.txt,data/raw/0022/0745_pca_mesh.obj,False,0022,73.76499618727215
0746,04,12.4,data/raw/0003/0746.txt,data/raw/0003/0746_pca_mesh.obj,False,0003,66.10393756682151
0747,04,12.4,data/raw/0004/0747.txt,data/raw/0004/0747_pca_mesh.obj,False,0004,67.27059962240804
0748,04,12.4,data/raw/0024/0748.txt,data/raw/0024/0748_pca_mesh.obj,False,0024,76.92181786342303
0749,04,12.4,data/raw/0031/0749.txt,data/raw/0031/0749_pca_mesh.obj,False,0031,83.0600471372997
0750,04,12.4,data/raw/0010/0750.txt,data/raw/0010/0750_pca_mesh.obj,False,0010,68.70556460576812
0751,04,12.4,data/raw/0011/0751.txt,data/raw/0011/0751_pca_mesh.obj,False,0011,68.7529245758756
0752,03,14.41,data/raw/0020/0752.txt,data/raw/0020/0752_pca_mesh.obj,False,0020,47.88890218556502
0753,03,14.41,data/raw/0008/0753.txt,data/raw/0008/0753_pca_mesh.obj,False,0008,5.626361312741689
0754,03,14.41,data/raw/0003/0754.txt,data/raw/0003/0754_pca_mesh.obj,False,0003,2.017682863821726
0755,03,14.41,data/raw/0002/0755.txt,data/raw/0002/0755_pca_mesh.obj,False,0002,1.4043540702645376
0756,03,14.41,data/raw/0018/0756.txt,data/raw/0018/0756_pca_mesh.obj,False,0018,18.59379893442482
0757,03,14.41,data/raw/0037/0757.txt,data/raw/0037/0757_pca_mesh.obj,False,0037,59.47727425219565
0758,03,14.41,data/raw/0032/0758.txt,data/raw/0032/0758_pca_mesh.obj,False,0032,30.928200300545164
0759,03,14.41,data/raw/0013/0759.txt,data/raw/0013/0759_pca_mesh.obj,False,0013,45.02033159015202
0760,03,14.41,data/raw/0040/0760.txt,data/raw/0040/0760_pca_mesh.obj,False,0040,60.0153675960648
0761,03,14.41,data/raw/0032/0761.txt,data/raw/0032/0761_pca_mesh.obj,False,0032,55.74904365419639
0762,03,14.41,data/raw/0025/0762.txt,data/raw/0025/0762_pca_mesh.obj,False,0025,49.661829176818316
0763,03,14.41,data/raw/0009/0763.txt,data/raw/0009/0763_pca_mesh.obj,False,0009,42.54282098240461
0764,03,12.86,data/raw/0019/0764.txt,data/raw/0019/0764_pca_mesh.obj,False,0019,18.9824323394114
0765,03,12.86,data/raw/0010/0765.txt,data/raw/0010/0765_pca_mesh.obj,False,0010,6.852638865616235
0766,03,12.86,data/raw/0004/0766.txt,data/raw/0004/0766_pca_mesh.obj,False,0004,2.203274918673047
0767,03,12.86,data/raw/0015/0767.txt,data/raw/0015/0767_pca_mesh.obj,False,0015,45.83268681221225
0768,03,12.86,data/raw/0035/0768.txt,data/raw/0035/0768_pca_mesh.obj,False,0035,35.54266326255242
0769,03,12.86,data/raw/0004/0769.txt,data/raw/0004/0769_pca_mesh.obj,False,0004,63.468694686405044
0770,03,12.86,data/raw/0030/0770.txt,data/raw/0030/0770_pca_mesh.obj,False,0030,53.32026101848939
0771,03,12.86,data/raw/0018/0771.txt,data/raw/0018/0771_pca_mesh.obj,False,0018,46.75502683014851
0772,03,12.86,data/raw/0001/0772.txt,data/raw/0001/0772_pca_mesh.obj,False,0001,60.454694524624955
0773,03,12.86,data/raw/0008/0773.txt,data/raw/0008/0773_pca_mesh.obj,False,0008,41.30305484217237
0774,03,12.86,data/raw/0036/0774.txt,data/raw/0036/0774_pca_mesh.obj,False,0036,59.08100173366986
0775,03,12.86,data/raw/0006/0775.txt,data/raw/0006/0775_pca_mesh.obj,False,0006,65.39987302491943
0776,03,12.86,data/raw/0038/0776.txt,data/raw/0038/0776_pca_mesh.obj,False,0038,59.611275554772476
0777,03,12.86,data/raw/0039/0777.txt,data/raw/0039/0777_pca_mesh.obj,False,0039,38.21546557084823
0778,03,13.96,data/raw/0030/0778.txt,data/raw/0030/0778_pca_mesh.obj,False,0030,29.190466221518932
0779,03,13.96,data/raw/0013/0779.txt,data/raw/0013/0779_pca_mesh.obj,False,0013,12.503751393972978
0780,03,13.96,data/raw/0007/0780.txt,data/raw/0007/0780_pca_mesh.obj,False,0007,4.440300658233911
0781,03,13.96,data/raw/0033/0781.txt,data/raw/0033/0781_pca_mesh.obj,False,0033,56.18859126799209
0782,03,13.96,data/raw/0017/0782.txt,data/raw/0017/0782_pca_mesh.obj,False,0017,46.61075036851273
0783,03,13.96,data/raw/0024/0783.txt,data/raw/0024/0783_pca_mesh.obj,False,0024,48.92277771730612
0784,03,13.96,data/raw/0022/0784.txt,data/raw/0022/0784_pca_mesh.obj,False,0022,48.69201622745416
0785,03,13.96,data/raw/0026/0785.txt,data/raw/0026/0785_pca_mesh.obj,False,0026,50.20188868560963
0786,03,13.96,data/raw/0002/0786.txt,data/raw/0002/0786_pca_mesh.obj,False,0002,39.543169360720526
0787,03,13.96,data/raw/0005/0787.txt,data/raw/0005/0787_pca_mesh.obj,False,0005,40.40052626427959
0788,03,13.96,data/raw/0004/0788.txt,data/raw/0004/0788_pca_mesh.obj,False,0004,40.32971120592623
0789,03,12.86,data/raw/0008/0789.txt,data/raw/0008/0789_pca_mesh.obj,False,0008,67.98858343564729
0790,03,12.86,data/raw/0011/0790.txt,data/raw/0011/0790_pca_mesh.obj,False,0011,82.90067064430983
0791,03,12.86,data/raw/0012/0791.txt,data/raw/0012/0791_pca_mesh.obj,False,0012,93.5319300332979
0792,03,12.86,data/raw/0028/0792.txt,data/raw/0028/0792_pca_mesh.obj,False,0028,51.18467608257951
0793,03,12.86,data/raw/0002/0793.txt,data/raw/0002/0793_pca_mesh.obj,False,0002,60.54294713778699
0794,03,12.86,data/raw/0031/0794.txt,data/raw/0031/0794_pca_mesh.obj,False,0031,54.55476167010468
0795,03,12.86,data/raw/0012/0795.txt,data/raw/0012/0795_pca_mesh.obj,False,0012,44.996857202969984
0796,03,12.86,data/raw/0006/0796.txt,data/raw/0006/0796_pca_mesh.obj,False,0006,40.41002811251224
0797,03,12.86,data/raw/0031/0797.txt,data/raw/0031/0797_pca_mesh.obj,False,0031,30.515595251209987
0798,03,12.86,data/raw/0014/0798.txt,data/raw/0014/0798_pca_mesh.obj,False,0014,45.099279970334905
0799,03,12.86,data/raw/0035/0799.txt,data/raw/0035/0799_pca_mesh.obj,False,0035,58.07334609750827
0800,03,12.86,data/raw/0007/0800.txt,data/raw/0007/0800_pca_mesh.obj,False,0007,40.74906524435066
0801,03,11.79,data/raw/0012/0801.txt,data/raw/0012/0801_pca_mesh.obj,False,0012,12.050584564395894
0802,03,11.79,data/raw/0020/0802.txt,data/raw/0020/0802_pca_mesh.obj,False,0020,23.07034986444761
0803,03,11.79,data/raw/0023/0803.txt,data/raw/0023/0803_pca_mesh.obj,False,0023,48.70262073633381
0804,03,11.79,data/raw/0003/0804.txt,data/raw/0003/0804_pca_mesh.obj,False,0003,40.32364046167725
0805,03,11.79,data/raw/0001/0805.txt,data/raw/0001/0805_pca_mesh.obj,False,0001,39.425553505119254
0806,03,11.79,data/raw/0021/0806.txt,data/raw/0021/0806_pca_mesh.obj,False,0021,48.605047692664414
0807,03,11.79,data/raw/0011/0807.txt,data/raw/0011/0807_pca_mesh.obj,False,0011,44.51838275941019
0808,03,16.76,data/raw/0028/0808.txt,data/raw/0028/0808_pca_mesh.obj,False,0028,27.059052640664213
0809,03,16.76,data/raw/0009/0809.txt,data/raw/0009/0809_pca_mesh.obj,False,0009,6.240699341872585
0810,03,16.76,data/raw/0014/0810.txt,data/raw/0014/0810_pca_mesh.obj,False,0014,101.27870975786715
0811,03,16.76,data/raw/0037/0811.txt,data/raw/0037/0811_pca_mesh.obj,False,0037,36.39954803478117
0812,03,16.76,data/raw/0007/0812.txt,data/raw/0007/0812_pca_mesh.obj,False,0007,67.39278323125262
0813,03,16.76,data/raw/0040/0813.txt,data/raw/0040/0813_pca_mesh.obj,False,0040,39.26040628308944
0814,03,16.76,data/raw/0015/0814.txt,data/raw/0015/0814_pca_mesh.obj,False,0015,13.156465623629432
0815,03,16.76,data/raw/0014/0815.txt,data/raw/0014/0815_pca_mesh.obj,False,0014,12.922366731795812
0816,03,16.76,data/raw/0005/0816.txt,data/raw/0005/0816_pca_mesh.obj,False,0005,3.5983382131749075
0817,03,14.03,data/raw/0019/0817.txt,data/raw/0019/0817_pca_mesh.obj,False,0019,47.739855972795205
0818,03,14.03,data/raw/0034/0818.txt,data/raw/0034/0818_pca_mesh.obj,False,0034,56.731107478711515
0819,03,14.03,data/raw/0027/0819.txt,data/raw/0027/0819_pca_mesh.obj,False,0027,50.599885142872715
0820,03,14.03,data/raw/0010/0820.txt,data/raw/0010/0820_pca_mesh.obj,False,0010,43.37847549187252
